Module,Domain,Module Title,Topic,Question,Answer
M7,D2,Tool Design & MCP,Schemas,What three parts make up a tool schema?,"name + description (3–4 sentences: what it does, when to use it, what it returns) + input_schema."
M7,D2,Tool Design & MCP,Schemas,"What do enum, required, and description each buy you in a tool schema?","enum reduces ambiguity, required enforces completeness, description guides decision-making."
M7,D2,Tool Design & MCP,Schemas,"Why is Claude calling the wrong tool, and how do you fix it?","The descriptions don't differentiate. The model selects almost entirely from the description, so add explicit boundaries (""NOT for … — use X"")."
M7,D2,Tool Design & MCP,Schemas,How do you simulate conditional logic in a schema without code?,"Keep a field optional but state the condition in its description, e.g. ""category_detail required when category = 'other'"". The model honours the prose rule."
M7,D2,Tool Design & MCP,Schemas,Why can't JSON Schema's required express conditional requirements?,"required is all-or-nothing — it can't say ""required only when another field has a certain value"". Encode that rule in the description instead."
M7,D2,Tool Design & MCP,Schemas,Is a schema enough for validation?,No — schema ≠ full validation. It guarantees shape/types only. Use tools like Pydantic / Instructor for real correctness.
M7,D2,Tool Design & MCP,Schemas,"With a validation layer, what should you validate?",Both directions: input to the model and output from the model.
M7,D2,Tool Design & MCP,Schemas,Why is schema-valid not the same as semantically correct?,A schema can require total: int but cannot require it equal the line-item sum. Cross-field/business rules need a validation layer plus feedback-retry.
M8,D4,Prompt Engineering & Context Management,Prompting,Why do vague prompts fail?,"They produce unpredictable, non-repeatable results because the model has to guess what you want instead of following a stated rule."
M8,D4,Prompt Engineering & Context Management,Prompting,What four things should an explicit prompt pin down?,"Scope (what's in bounds), constraints (the rules), the success condition (how you know it's done), and what the model must NOT change."
M8,D4,Prompt Engineering & Context Management,Prompting,Why state what the model must not change?,"Without it the model ""helpfully"" edits unrelated things — reformatting, renaming — that you never asked it to touch."
M8,D4,Prompt Engineering & Context Management,Prompting,What makes a prompt result repeatable?,"An explicit, checkable criterion turns a matter of taste into a verifiable rule, so the same prompt yields the same outcome."
M8,D4,Prompt Engineering & Context Management,Prompting,What is a good structure for a prompt's first line?,Action verb + clear task description + output specification; the first line sets the foundation for the response.
M8,D4,Prompt Engineering & Context Management,Code review,What problem does vague prompting cause in a code-review agent?,"Over-flagging / false positives — the model guesses patterns and flags style, naming, and config as ""bugs"", burying real defects."
M8,D4,Prompt Engineering & Context Management,Code review,How do you reduce false positives in a review agent?,"Define exact, exclusionary criteria stating what IS reportable (correctness defects) and what is NOT (style, naming, config that may be intentional)."
M8,D4,Prompt Engineering & Context Management,Code review,Why can't one prompt be both thorough and strict?,Recall and precision fight inside one prompt — push thoroughness and you get false positives; push strictness and you miss real bugs.
M8,D4,Prompt Engineering & Context Management,Code review,Describe the find → verify review architecture.,"Pass 1 FIND casts a wide net for recall (report every candidate, even unsure); Pass 2 VERIFY adversarially refutes each for precision; keep only survivors."
M8,D4,Prompt Engineering & Context Management,Code review,What should a verifier default to when uncertain?,Default to is_real = false (not a bug) — it optimises for precision and drops false positives.
M8,D4,Prompt Engineering & Context Management,Code review,How can model tiers map onto find/verify passes?,"Use a cheaper model (e.g. Haiku) for the wide-net pass 1, and a stronger model (e.g. Opus) for the precision verification pass 2."
M8,D4,Prompt Engineering & Context Management,Few-shot,What is few-shot prompting?,Showing the model a handful of worked examples (alongside the instruction) to anchor behaviour and output format.
M8,D4,Prompt Engineering & Context Management,Few-shot,What does few-shot prompting improve?,"It anchors behaviour and format, reduces hallucination, and improves consistency — especially on ambiguous inputs like sarcasm."
M8,D4,Prompt Engineering & Context Management,Few-shot,What are the three habits that make few-shot work?,Wrap examples in XML tags; include the hard/edge case with a one-line reason; place examples after the instruction and before the real input.
M8,D4,Prompt Engineering & Context Management,Few-shot,Why wrap few-shot examples in XML tags?,Descriptive tags give clean boundaries so the model can tell the worked examples apart from the actual input it must process.
M8,D4,Prompt Engineering & Context Management,Few-shot,Why add a one-line reason to a few-shot example?,"The reason teaches the underlying pattern, not just the answer, so the model generalises to new cases."
M8,D4,Prompt Engineering & Context Management,Few-shot,Where do few-shot examples go in the prompt?,After the instruction and before the real input.
M8,D4,Prompt Engineering & Context Management,Context,What is progressive summarization (the problem)?,Information degrades across steps as you summarise summaries; precise numbers are lost first. Fix: extract and re-inject the key data verbatim.
M8,D4,Prompt Engineering & Context Management,Context,"What is ""lost in the middle""?","In long context the model attends to the start and end and ignores the middle, missing facts buried there. Fix: chunk and process in sections."
M8,D4,Prompt Engineering & Context Management,Context,What is tool result bloat?,"Verbose tool output (a 500-line log, giant JSON) pasted into context becomes permanent noise and token waste. Fix: filter/distil before passing."
M8,D4,Prompt Engineering & Context Management,Context,What is conversation history growth?,History grows uncontrollably across a long session until it nears or overflows the window. Fix: summarise or trim old turns.
M8,D4,Prompt Engineering & Context Management,Context,What is the unifying principle of context management?,Keep the bulk out of context and pass forward only the distilled result.
M8,D4,Prompt Engineering & Context Management,Context,What are the three application-level context patterns?,"Distil tool output (raw blob → fact card), scratchpad file (material → one-line notes on disk), subagent delegation (whole sub-task context → short result)."
M8,D4,Prompt Engineering & Context Management,Context,Why distil verbose tool output at the moment it returns?,A raw blob lingers and is re-read every turn; distilling to a fact card immediately can cut ~97% of tokens (e.g. ~1848 → ~37) and keeps a long run lean.
M8,D4,Prompt Engineering & Context Management,Context,Why use a scratchpad file on disk over keeping everything in context?,"Context stays flat across hundreds of steps and the notes survive a crash or context reset, since they aren't in volatile conversation state."
M8,D4,Prompt Engineering & Context Management,Context,How does subagent delegation save context?,A context-heavy sub-task is given to a subagent that burns its own window and returns only a short answer; the main context never sees the raw material.
M8,D4,Prompt Engineering & Context Management,Context,What server-side context helpers does the Claude API offer?,Context editing (prunes stale tool results/thinking) and compaction (summarises old turns near the limit) — complements to the app-level patterns.
M9,All,Scenario Playbook,Support,What architecture does a customer support agent use?,"A single model-driven agent: tools (often via MCP) plus a goal, letting Claude decide which tool and when. Tickets vary too much for a fixed workflow."
M9,All,Scenario Playbook,Escalation,What are the three hard escalation triggers that override confidence?,"policy_gap (needs an exception the agent can't authorise), customer_request (asked for a human), and cannot_progress (lacks tools/info). Any one escalates regardless of confidence."
M9,All,Scenario Playbook,Escalation,What are the confidence bands for support routing?,"≥ 0.85 auto-resolve; ≥ 0.60 human review (agent drafts, person approves); < 0.60 escalate. Only applied once a ticket is in-scope (past Layer 1)."
M9,All,Scenario Playbook,Escalation,Why does the human-review band matter in support routing?,"It's the human-in-the-loop sweet spot: the agent does the work and drafts a reply, but a person approves before sending — automation speed with a safety net."
M9,All,Scenario Playbook,Handoff,What does the handoff protocol carry on escalation?,"A structured package: context, actions taken, the blocker/reason, and the draft reply — so the human starts informed instead of digging through history."
M9,All,Scenario Playbook,Dev agent,What tools does a Claude Code dev agent use?,"The built-in set (file system + shell primitives): Read, Grep, Glob, Edit, Bash, and Write — not MCP business tools."
M9,All,Scenario Playbook,Dev agent,What is Plan Mode in a dev agent?,A permission mode where Claude can analyse and propose but cannot modify files or run commands — read-only reconnaissance before execution.
M9,All,Scenario Playbook,Dev agent,What is the plan-vs-execute pattern for a coding agent?,"Plan first (Plan Mode, read-only; pairs with opusplan), then approve, leave Plan Mode and execute edits/commands (acceptEdits auto-accepts edits for the session)."
M9,All,Scenario Playbook,Multi-agent,What architecture powers a multi-agent system?,Hub-and-spoke: one coordinator plus many subagents that never talk directly. All routing goes through the coordinator; subagents have isolated context.
M9,All,Scenario Playbook,Multi-agent,What is the coordinator's core cycle?,"Decompose the goal into subtasks, delegate to subagents (single/sequential/parallel by complexity), then aggregate — merge results and resolve conflicts into one answer."
M9,All,Scenario Playbook,Multi-agent,What is partitioning in a multi-agent system?,"Splitting work into distinct, non-overlapping scopes so each subagent owns a unique slice. Same task to two agents causes overlap and wasted tokens."
M9,All,Scenario Playbook,Multi-agent,Why use structured findings instead of raw text between agents?,"Raw text loses attribution and provenance. Structured objects (id, type, confidence, source) keep content plus metadata together for traceable, reliable synthesis."
M9,All,Scenario Playbook,Multi-agent,What is the refinement loop in coordination?,"Not one-shot: the coordinator evaluates coverage against a quality bar, identifies gaps, and re-delegates targeted work until the bar is met."
M9,All,Scenario Playbook,Multi-agent,How do subagents receive context?,Only via explicitly provided context (the Agent/Task tool). No implicit memory or shared state — prompts must include all required data.
M9,All,Scenario Playbook,Dev productivity,What is the difference between a dev agent and a dev productivity agent?,"Both use built-in tools. A dev agent solves novel problems (needs dynamic planning); a productivity agent automates known, repeatable chores — often better as a workflow/skill."
M9,All,Scenario Playbook,Dev productivity,What does a dev productivity agent automate?,"Repetitive dev chores: changelogs, release notes, issue triage, doc updates — using built-in tools, often packaged as a custom skill (SKILL.md, context: fork, allowed-tools)."
M9,All,Scenario Playbook,CI/CD,What architecture does a CI/CD agent use?,"A workflow-leaning agent triggered by an event (cron schedule, push, failing build) running headless in the pipeline — reliability over flexibility."
M9,All,Scenario Playbook,CI/CD,Give the canonical CI/CD agent example.,"A scheduled GitHub Action that reads production logs, diagnoses, and opens a PR with the fix for a human to merge. The PR is the human-in-the-loop gate."
M9,All,Scenario Playbook,CI/CD,What is the defining challenge of a CI/CD agent and its fix?,"Avoiding false positives. Fix: prompt with explicit criteria (what counts, scope, what NOT to flag) plus few-shot examples, and hard gates so tests can't be skipped."
M9,All,Scenario Playbook,CI/CD,Why does vague prompting cause false positives?,"The model guesses patterns instead of following rules, so it over-flags. Define exact detection criteria and what not to change to stop it."
M9,All,Scenario Playbook,CI/CD,Where does a human stay in the loop for a headless CI/CD agent?,At the pull request — the agent opens a PR with the fix and never merges to production itself; a human reviews and merges.
M9,All,Scenario Playbook,Capstone,What is the single deciding question between workflow and agent?,Do you know the exact steps in advance? Yes -> workflow. Details unclear -> agent.
M9,All,Scenario Playbook,Capstone,When do you use a workflow?,"When you have precise task understanding and know the exact step sequence: predetermined, easier to test, higher success rate — but rigid."
M9,All,Scenario Playbook,Capstone,When do you use an agent?,"When task details are unclear: dynamic planning, flexible, but harder to test and lower success rate."
M9,All,Scenario Playbook,Capstone,What is the capstone core principle?,"Solve problems reliably first, innovation second. Default to workflows; reach for an agent only when the task genuinely can't be predetermined."
M9,All,Scenario Playbook,Capstone,Why give agents general tools rather than specialised ones?,"Many niche tools confuse selection, cause hesitation, and invite hallucinated combinations. Prefer small, general-purpose toolsets."
M10,D3,Claude Code Workflows,Memory,What are the three CLAUDE.md hierarchy layers and their paths?,"User (~/.claude/CLAUDE.md), project (.claude/CLAUDE.md or root CLAUDE.md), and directory-level (subdirectory CLAUDE.md files). Layers merge, closest-to-file wins."
M10,D3,Claude Code Workflows,Memory,Is ~/.claude/CLAUDE.md shared with teammates?,"No — it is user-level, applies only to you, and is NOT shared via version control. Project-level CLAUDE.md is committed and shared."
M10,D3,Claude Code Workflows,Memory,A new teammate isn't receiving team instructions after cloning. Likely cause?,"The instructions are at user level (~/.claude/CLAUDE.md), which isn't committed. Move them to the project CLAUDE.md / .claude/."
M10,D3,Claude Code Workflows,Memory,What is @import syntax for in CLAUDE.md?,"Referencing external files (e.g. @docs/architecture.md) to keep CLAUDE.md modular; the import expands only when referenced, so the always-on file stays lean."
M10,D3,Claude Code Workflows,Memory,What does the /memory command do?,Verifies which memory files are currently loaded — used to diagnose inconsistent behaviour across sessions. It does not install files.
M10,D3,Claude Code Workflows,Rules,What is .claude/rules/ as an alternative to CLAUDE.md?,"A directory for focused topic-specific rule files (e.g. testing.md, api-conventions.md, deployment.md) instead of one monolithic CLAUDE.md."
M10,D3,Claude Code Workflows,Rules,What frontmatter key scopes a .claude/rules/ file to specific files?,"paths: — a list of glob patterns (e.g. paths: [""**/*.test.tsx""]). NOT globs, appliesTo, or includes."
M10,D3,Claude Code Workflows,Rules,"When does a path-scoped rule load, and why does that matter?","Lazily — only when Claude edits a matching file. It costs zero context until relevant, saving tokens. A rule without paths: loads at session start."
M10,D3,Claude Code Workflows,Rules,Why use glob rules over a subdirectory CLAUDE.md for test conventions?,"Tests are spread across many directories; a glob (**/*.test.tsx) applies by file type regardless of location, while a subdirectory CLAUDE.md is directory-bound."
M10,D3,Claude Code Workflows,Commands,Where do project-scoped vs personal custom slash commands live?,Project: .claude/commands/ (shared via version control). Personal: ~/.claude/commands/ (not shared).
M10,D3,Claude Code Workflows,Commands,Where do you put a /review command so every dev gets it on clone/pull?,".claude/commands/ in the project repo — version-controlled and shared. Not ~/.claude/commands/, CLAUDE.md, or a (non-existent) .claude/config.json."
M10,D3,Claude Code Workflows,Skills,Where do Agent Skills live and what file defines them?,".claude/skills/<name>/ folders, each with a SKILL.md whose description tells Claude when to invoke it (instructions loaded on demand)."
M10,D3,Claude Code Workflows,Skills,What does context: fork do in SKILL.md frontmatter?,"Runs the skill in an isolated sub-agent context (its own window), keeping verbose output and reasoning out of the main conversation; only the result returns."
M10,D3,Claude Code Workflows,Skills,What does allowed-tools do in a skill?,"Restricts tool access during skill execution (e.g. read-only git, or file-write only) — listed tools run without a permission prompt while the skill is active."
M10,D3,Claude Code Workflows,Skills,What does argument-hint do in a skill?,Prompts the developer for required parameters when the skill is invoked without arguments.
M10,D3,Claude Code Workflows,Skills,How do you create a personal skill without affecting teammates?,Put it in ~/.claude/skills/ with a different name from any shared skill.
M10,D3,Claude Code Workflows,Skills,Skills vs CLAUDE.md — when to use each?,"Skills = on-demand, task-specific invocation. CLAUDE.md = always-loaded universal standards. Automatic-by-path needs rules, not skills."
M10,D3,Claude Code Workflows,PlanMode,When should you use plan mode?,"For large-scale changes, multiple valid approaches, architectural decisions, and multi-file modifications — to safely explore and design before committing."
M10,D3,Claude Code Workflows,PlanMode,When is direct execution appropriate?,"Simple, well-scoped changes — e.g. adding a single validation check to one function, or a single-file bug fix with a clear stack trace."
M10,D3,Claude Code Workflows,PlanMode,Monolith-to-microservices restructure across dozens of files — plan or direct?,Plan mode: explore the codebase and design before changing. Don't start direct and switch later; the complexity is already stated.
M10,D3,Claude Code Workflows,PlanMode,What does the Explore subagent do?,"Isolates verbose discovery output and returns summaries to the main conversation, preserving context and preventing window exhaustion."
M10,D3,Claude Code Workflows,CICD,What flag runs Claude Code non-interactively in CI/CD?,"-p (or --print) — processes the prompt, writes to stdout, and exits without waiting for input. Without it, the job hangs."
M10,D3,Claude Code Workflows,CICD,Which flags enforce structured CI output?,"--output-format json plus --json-schema, producing machine-parseable findings for automated posting as inline PR comments."
M10,D3,Claude Code Workflows,CICD,How does CLAUDE.md help CI-invoked Claude Code?,"It supplies project context — testing standards, fixture conventions, and review criteria — improving output quality."
M10,D3,Claude Code Workflows,CICD,Why use an independent review instance instead of self-review?,The session that generated the code retains its own reasoning and won't question its choices; a separate instance reviews more effectively.
M10,D3,Claude Code Workflows,CICD,Which CI distractors are NOT real fixes for hanging?,"CLAUDE_HEADLESS env var and --batch flag don't exist; piping < /dev/null is a workaround, not the documented fix (use -p)."
M10,D3,Claude Code Workflows,Refinement,Most effective way to communicate an expected transformation to Claude?,"Provide 2–3 concrete input/output examples — far more reliable than prose, which is interpreted inconsistently."
M10,D3,Claude Code Workflows,Refinement,What is test-driven iteration?,"Write a test suite first (behaviour, edge cases, performance), then iterate by sharing the test failures to guide improvement."
M10,D3,Claude Code Workflows,Refinement,What is the interview pattern?,"Have Claude ask questions first to surface considerations you didn't anticipate (e.g. cache invalidation, failure modes) before implementing."
M10,D3,Claude Code Workflows,Refinement,Single message vs sequential for fixing multiple issues?,One detailed message when the fixes interact (reconcile together); sequential when the problems are independent.
M11,D2,MCP Integration & Tool Design,MCP,"Where do you register a shared, team-wide MCP server?","Project-scoped .mcp.json in the repo root — it's committed, so everyone who clones the repo gets the same servers."
M11,D2,MCP Integration & Tool Design,MCP,Where do you register a personal or experimental MCP server?,"User-scoped ~/.claude.json in your home directory (not in git) — only you, across all your projects."
M11,D2,MCP Integration & Tool Design,MCP,How do you keep secrets out of a committed .mcp.json?,"Use environment-variable expansion, e.g. ""${GITHUB_TOKEN}"" — the value resolves from the environment at connection time, so no raw token is committed."
M11,D2,MCP Integration & Tool Design,MCP,"When are MCP tools from configured servers discovered, and how are they exposed?","At connection time; tools from ALL configured servers are available simultaneously, flattened into one list with no grouping by server."
M11,D2,MCP Integration & Tool Design,MCP,Community vs custom MCP servers — which to prefer?,"Prefer an existing community server (e.g. Jira, GitHub) for standard integrations; reserve custom servers for team-specific workflows."
M11,D2,MCP Integration & Tool Design,Resources,MCP tools vs resources — what's the difference?,"Tools = actions (do something); resources = data/context (read something). Resources expose content catalogs like issue summaries, doc hierarchies, DB schemas."
M11,D2,MCP Integration & Tool Design,Resources,How do MCP resources reduce exploratory tool calls?,"By exposing a content catalog the agent can read up front (issue summaries, schemas), it sees what data exists without firing a string of list_/describe_ tool calls first."
M11,D2,MCP Integration & Tool Design,Resources,"Why might an agent prefer built-in Grep over a more capable MCP tool, and how do you fix it?",It doesn't realise the MCP tool is more capable; enhance the MCP tool's description to detail its capabilities and outputs so the agent prefers it.
M11,D2,MCP Integration & Tool Design,ToolDesc,What is the primary mechanism the model uses to select a tool?,The tool's description text — the code behind the tool is invisible at selection time. Minimal/overlapping descriptions cause unreliable selection.
M11,D2,MCP Integration & Tool Design,ToolDesc,What four jobs should a good tool description do?,"State input formats, give example queries, cover edge cases, and draw boundaries (when to use it vs a similar tool, e.g. ""NOT for products — use search_products"")."
M11,D2,MCP Integration & Tool Design,ToolDesc,Why do analyze_content and analyze_document get misrouted?,"Near-identical descriptions give the model nothing to differentiate them, so it coin-flips. Fix by differentiating descriptions (and renaming/splitting)."
M11,D2,MCP Integration & Tool Design,ToolDesc,How can a system prompt override good tool descriptions?,"Keyword-sensitive instructions create unintended tool associations (e.g. ""always analyze..."" pulls toward a tool named analyze). Review system prompts for keyword sensitivity."
M11,D2,MCP Integration & Tool Design,ToolDesc,How do you eliminate functional overlap between two tools?,"Rename one to a specific name with a matching description, e.g. analyze_content -> extract_web_results with a web-specific description."
M11,D2,MCP Integration & Tool Design,ToolDesc,How do you fix a generic tool that does too many jobs?,"Split it into purpose-specific tools with defined contracts, e.g. analyze_document -> extract_data_points / summarize_content / verify_claim_against_source."
M11,D2,MCP Integration & Tool Design,Scoping,Why scope each subagent's tools to its role?,"An agent with tools outside its specialisation tends to misuse them (if the tool exists, it assumes it should use it), e.g. a synthesis agent doing web searches."
M11,D2,MCP Integration & Tool Design,Scoping,What's the exception to strict tool scoping?,"Provide a limited cross-role tool for a high-frequency need (e.g. a verify_fact tool for the synthesis agent), routing complex cases through the coordinator."
M11,D2,MCP Integration & Tool Design,Errors,What MCP flag signals a tool failure to the agent?,"isError — but the result is still returned to the agent, which keeps reasoning (tool failed != loop failed)."
M11,D2,MCP Integration & Tool Design,Errors,Name the four error categories in the MCP error taxonomy.,"transient (timeout/unavailable), validation (bad input), business (policy violation), and permission (not authorised)."
M11,D2,MCP Integration & Tool Design,Errors,Which error category is retryable?,"Only transient (timeouts, service unavailability). validation, business, and permission are not retryable as-is."
M11,D2,MCP Integration & Tool Design,Errors,What fields make an error response branchable?,"errorCategory (one of the four), an isRetryable boolean, and a human-readable description; for business rules include a customer-friendly explanation."
M11,D2,MCP Integration & Tool Design,Errors,"Why is ""Operation failed"" a bad tool error?","A uniform/generic error gives the agent nothing to act on — it can't decide whether to retry, fix input, or escalate. Return structured metadata instead."
M11,D2,MCP Integration & Tool Design,Errors,Access failure vs valid empty result — what's the distinction?,"An access failure (couldn't reach the source) needs a retry decision; a valid empty result (query ran, no matches) is a success and must be treated as data, not an error."
M11,D2,MCP Integration & Tool Design,Errors,How should a subagent handle errors in a multi-agent system?,"Recover locally first (retry transient failures, try a fallback); propagate to the coordinator only what it cannot resolve, with partial results and what was attempted."
M11,D2,MCP Integration & Tool Design,BuiltIn,"When Edit fails on a non-unique text match, what's the fallback?","Use Read to load the full file, then Write it back with the change applied — sidestepping Edit's unique-anchor requirement."
M12,D4,Structured Output & Extraction,Structured output,What is the most reliable way to guarantee schema-compliant structured output?,"Tool use (tool_use) with a JSON schema: define a tool whose input_schema is your data shape, force the call, and read the data from the tool_use response."
M12,D4,Structured Output & Extraction,Structured output,What error class does tool_use + JSON schema eliminate?,Syntax errors — it guarantees valid JSON of the right shape (right fields and types). It does NOT eliminate semantic errors.
M12,D4,Structured Output & Extraction,Structured output,Does tool_use prevent semantic errors like a total not summing to its line items?,No. Schema-valid is not the same as semantically correct. The schema can require total_pence: int but cannot require it equal the sum of line items.
M12,D4,Structured Output & Extraction,Structured output,Where does the structured data arrive in a forced tool_use extraction?,As the tool call's input — iterate the response content for the tool_use block and read block.input.
M12,D4,Structured Output & Extraction,Structured output,What does client.messages.parse(output_format=YourModel) do?,Structured outputs: pass a Pydantic model / JSON schema; the API constrains the response and the SDK returns a validated object in .parsed_output.
M12,D4,Structured Output & Extraction,Schema design,Why mark an extraction field nullable / optional?,So the model returns null instead of fabricating a value to satisfy a required field. It is the primary hallucination guard for info that may be absent.
M12,D4,Structured Output & Extraction,Schema design,When should a schema field be required?,Only when the field genuinely always exists in the source. Everything else should be optional/nullable.
M12,D4,Structured Output & Extraction,Schema design,How do you handle extensible categories in an enum?,"Add an ""other"" value plus a detail string for unlisted types, and an ""unclear"" value for genuinely ambiguous cases — so the model never forces a bad fit."
M12,D4,Structured Output & Extraction,Schema design,Where do format-normalisation rules belong?,"In the prompt, alongside the strict output schema, to handle inconsistent source formatting (dates, currencies, casing)."
M12,D4,Structured Output & Extraction,tool_choice,"What does tool_choice ""auto"" do?",The model MAY return text instead of calling a tool — risky when you must guarantee structured output.
M12,D4,Structured Output & Extraction,tool_choice,"What does tool_choice ""any"" do, and when use it for extraction?",The model must call some tool but chooses which. Use it when you have multiple extraction schemas and the document type is unknown.
M12,D4,Structured Output & Extraction,tool_choice,"What does forced tool_choice {""type"":""tool"",""name"":""...""} do?",Forces the model to call that specific named tool — use it to run a particular extraction (e.g. extract_metadata) before enrichment steps.
M12,D4,Structured Output & Extraction,Validation,What is a validation-retry loop?,"Get a schema-valid object, validate its MEANING with business rules, and on failure send back the document + failed extraction + the specific error to self-correct, up to a retry cap."
M12,D4,Structured Output & Extraction,Validation,What is the crucial detail of retry-with-error-feedback?,"Feed back exactly what was wrong (e.g. ""total is 1500 but line items sum to 1549""), not a generic ""try again"" — specific feedback is what lets the next attempt fix it."
M12,D4,Structured Output & Extraction,Validation,When are retries ineffective?,"When the required information is simply absent from the provided source (e.g. it lives only in an external document you didn't pass). Retries fix format/structural errors, not missing data."
M12,D4,Structured Output & Extraction,Validation,What do calculated_total and stated_total fields enable?,Extracting both lets you flag discrepancies between what the document states and what its parts add up to.
M12,D4,Structured Output & Extraction,Validation,What is the conflict_detected field for?,A boolean letting the model surface inconsistent source data instead of silently picking one value.
M12,D4,Structured Output & Extraction,Validation,What is the detected_pattern field for?,"Tracking which construct/pattern triggered a finding, enabling systematic analysis of false-positive (dismissal) patterns."
M12,D4,Structured Output & Extraction,Batch API,What are the headline numbers of the Message Batches API?,"50% cost savings, up to a 24-hour processing window, and no guaranteed latency SLA."
M12,D4,Structured Output & Extraction,Batch API,What is custom_id used for in the Batches API?,"To correlate each request with its response — results do NOT come back in submission order, so you match on custom_id."
M12,D4,Structured Output & Extraction,Batch API,Does the Message Batches API support multi-turn tool calling?,No — it cannot execute tools mid-request and return results within a single request.
M12,D4,Structured Output & Extraction,Batch API,What is the Message Batches API lifecycle?,"CREATE a batch (custom_id per request) → POLL until status ""ended"" → READ results, branching on succeeded/errored/canceled/expired."
M12,D4,Structured Output & Extraction,Batch API,When is batch processing appropriate vs inappropriate?,"Appropriate for non-blocking, latency-tolerant work (overnight reports, weekly audits, nightly test gen, backfills); inappropriate for blocking workflows like pre-merge checks."
M12,D4,Structured Output & Extraction,Batch API,How do you handle batch failures?,Resubmit only the failed custom_ids with appropriate modifications (e.g. chunking documents that exceeded context limits); refine the prompt on a sample first.
M12,D4,Structured Output & Extraction,Batch API,Sample Q11: which API for a blocking pre-merge check vs an overnight debt report?,"Batch the overnight report (50% cheaper, latency-tolerant); keep real-time calls for the blocking pre-merge check (no batch SLA)."
M12,D4,Structured Output & Extraction,Review,Why is self-review weak?,A model that generated the code retains its reasoning context and is less likely to question its own decisions in the same session.
M12,D4,Structured Output & Extraction,Review,What beats self-review for catching subtle issues?,An independent review instance with no prior reasoning context — more effective than self-review instructions or extended thinking.
M12,D4,Structured Output & Extraction,Review,What is multi-pass review?,"Splitting a large review into per-file local passes (consistent depth, local bugs) plus a separate cross-file integration pass (data flow) to avoid attention dilution."
M12,D4,Structured Output & Extraction,Review,"Sample Q12: how do you fix an inconsistent, contradictory 14-file PR review?","Split into focused passes: analyse each file individually for local issues, then a separate integration-focused pass for cross-file data flow."
M12,D4,Structured Output & Extraction,Review,"Why don't a bigger context window or ""≥2 of 3 runs"" fix a diluted review?",A larger context doesn't fix attention quality; requiring consensus across runs suppresses real bugs caught only intermittently. Restructure the passes instead.
M12,D4,Structured Output & Extraction,Review,What can verification passes report to route review attention?,"The model can self-report confidence alongside each finding, enabling calibrated review routing."
M13,D5,"Reliability, Context & Provenance",Context,"What is a ""case facts"" block?","A persistent block of transactional facts (amounts, dates, order numbers, statuses) included in every prompt, kept outside the summarised conversation history so summarisation can't blur them."
M13,D5,"Reliability, Context & Provenance",Context,What does progressive summarisation risk condensing?,"Numerical values, percentages, dates and customer-stated expectations into vague summaries — losing the exact facts."
M13,D5,"Reliability, Context & Provenance",Context,How should you handle a 40-field tool result when only 5 fields matter?,"Trim it to the relevant fields before it accumulates in context, since tool results are re-read every turn and cost tokens disproportionately to relevance."
M13,D5,"Reliability, Context & Provenance",Context,"What is the ""lost in the middle"" effect and how do you mitigate it?","Models reliably process info at the beginning and end of long inputs but may omit the middle. Mitigate with position-aware ordering: key-findings summary at the start, detail under explicit section headers."
M13,D5,"Reliability, Context & Provenance",Context,When should you make an upstream agent return structured data instead of verbose content?,"When the downstream agent has a limited context budget — return key facts, citations, relevance scores and metadata (dates, sources) rather than verbose content and reasoning chains."
M13,D5,"Reliability, Context & Provenance",Escalation,What are the three hard escalation triggers?,"Customer explicitly requests a human, policy gap/exception (policy ambiguous or silent), and inability to make meaningful progress."
M13,D5,"Reliability, Context & Provenance",Escalation,How should an agent respond to an explicit request for a human?,Honour it immediately — escalate without first attempting investigation.
M13,D5,"Reliability, Context & Provenance",Escalation,Why are sentiment and self-reported confidence unreliable escalation proxies?,"Customer sentiment doesn't correlate with case complexity, and LLM self-reported confidence is poorly calibrated (the agent is already over-confident on hard cases)."
M13,D5,"Reliability, Context & Provenance",Escalation,What is the proportionate first fix for poor escalation calibration?,Add explicit escalation criteria to the system prompt with few-shot examples demonstrating when to escalate vs resolve — before adding classifiers or sentiment infrastructure.
M13,D5,"Reliability, Context & Provenance",Escalation,What should an agent do when a lookup returns multiple customer matches?,Ask for additional identifiers rather than selecting a match by heuristic.
M13,D5,"Reliability, Context & Provenance",Escalation,When can an agent offer to resolve rather than escalate immediately?,"When the issue is within its capability — acknowledge frustration, offer resolution, and escalate only if the customer reiterates their preference for a human."
M13,D5,"Reliability, Context & Provenance",Reliability,"What should a subagent return when it fails, to enable coordinator recovery?","Structured error context: failure type, the attempted query, any partial results, and potential alternative approaches."
M13,D5,"Reliability, Context & Provenance",Reliability,Distinguish an access failure from a valid empty result.,"An access failure (timeout/unavailable) didn't complete and needs a retry decision; a valid empty result is a successful query with no matches — don't retry, proceed."
M13,D5,"Reliability, Context & Provenance",Reliability,"Why is a generic ""search unavailable"" status a poor error response?","It hides valuable context (what was attempted, partial results, alternatives) from the coordinator, preventing informed recovery decisions."
M13,D5,"Reliability, Context & Provenance",Reliability,Name the two error-propagation anti-patterns.,Silently suppressing errors (returning empty results marked as success) and terminating the entire workflow on a single subagent failure.
M13,D5,"Reliability, Context & Provenance",Reliability,How should subagents handle transient vs unrecoverable failures?,"Recover locally for transient failures (e.g. retry), and propagate only errors they can't resolve — including what was attempted and partial results."
